internship_id,company_name,sector,role_title,location,education_required,key_skills,duration_months,stipend_amount,description,application_deadline,spots_available,priority_score
PMIS0101,Bharti Airtel,IT Services,CAD Operator,"Jaipur, Rajasthan",Diploma,"Project Management, Technical Drawing",12,5000,Join Bharti Airtel as a CAD Operator intern in IT Services sector. Gain hands-on experience and develop industry-relevant skills.,2025-12-31,6,0.6745619947152576
PMIS0102,Aditya Birla Group,Construction,Electrician,"Chennai, Tamil Nadu",ITI,"Safety Protocols, Problem Solving",12,5000,Join Aditya Birla Group as a Electrician intern in Construction sector. Gain hands-on experience and develop industry-relevant skills.,2025-12-31,3,0.9266397757886309
PMIS0103,Tata Consultancy Services,FMCG,Electrician,"Guwahati, Assam",ITI,"Equipment Handling, Safety Protocols",12,5000,Join Tata Consultancy Services as a Electrician intern in FMCG sector. Gain hands-on experience and develop industry-relevant skills.,2025-12-31,8,0.7535564885492846
PMIS0104,Asian Paints,IT Services,HR Assistant,"Coimbatore, Tamil Nadu",Graduate,"Strategic Thinking, Leadership",12,5000,Join Asian Paints as a HR Assistant intern in IT Services sector. Gain hands-on experience and develop industry-relevant skills.,2025-12-31,8,0.8922196547237206
PMIS0105,JSW Group,"Oil, Gas & Energy",Retail Associate,"Guwahati, Assam",12th Pass,"Basic Accounting, Sales Skills",12,5000,"Join JSW Group as a Retail Associate intern in Oil, Gas & Energy sector. Gain hands-on experience and develop industry-relevant skills.",2025-12-31,4,0.9154388844898123
PMIS0106,Maruti Suzuki,Banking & Financial Services,Store Assistant,"Mumbai, Maharashtra",10th Pass,"Basic Communication, Hindi/English",12,5000,Join Maruti Suzuki as a Store Assistant intern in Banking & Financial Services sector. Gain hands-on experience and develop industry-relevant skills.,2025-12-31,6,0.9507062547046998
PMIS0107,Larsen & Toubro,FMCG,Store Assistant,"Thiruvananthapuram, Kerala",10th Pass,"Computer Basics, Customer Service",12,5000,Join Larsen & Toubro as a Store Assistant intern in FMCG sector. Gain hands-on experience and develop industry-relevant skills.,2025-12-31,9,0.6599669709395095
PMIS0108,Godrej Group,Textiles,Quality Control Inspector,"Delhi, Delhi",Diploma,"Software Tools, Technical Drawing",12,5000,Join Godrej Group as a Quality Control Inspector intern in Textiles sector. Gain hands-on experience and develop industry-relevant skills.,2025-12-31,5,0.8170897773390384
PMIS0109,Maruti Suzuki,Construction,Welder,"Nagpur, Maharashtra",ITI,"Technical Skills, Safety Protocols",12,5000,Join Maruti Suzuki as a Welder intern in Construction sector. Gain hands-on experience and develop industry-relevant skills.,2025-12-31,7,0.6909403932119949
PMIS0110,Sun Pharma,Construction,Office Assistant,"Thiruvananthapuram, Kerala",12th Pass,"Communication Skills, Basic Accounting",12,5000,Join Sun Pharma as a Office Assistant intern in Construction sector. Gain hands-on experience and develop industry-relevant skills.,2025-12-31,9,0.9488495635776606
PMIS0111,Mahindra Group,Textiles,Lab Assistant,"Chandigarh, Punjab",Diploma,"Project Management, Software Tools",12,5000,Join Mahindra Group as a Lab Assistant intern in Textiles sector. Gain hands-on experience and develop industry-relevant skills.,2025-12-31,8,0.6610156171657046
PMIS0112,ITC Limited,Agriculture,CAD Operator,"Coimbatore, Tamil Nadu",Diploma,"Project Management, Quality Control",12,5000,Join ITC Limited as a CAD Operator intern in Agriculture sector. Gain hands-on experience and develop industry-relevant skills.,2025-12-31,4,0.7803357485616529
PMIS0113,Aditya Birla Group,Manufacturing,Management Trainee,"Chennai, Tamil Nadu",Graduate,"Team Management, Analytics",12,5000,Join Aditya Birla Group as a Management Trainee intern in Manufacturing sector. Gain hands-on experience and develop industry-relevant skills.,2025-12-31,8,0.6909582483508451
PMIS0114,ITC Limited,Retail,Finance Associate,"Lucknow, Uttar Pradesh",Graduate,"Strategic Thinking, Analytics",12,5000,Join ITC Limited as a Finance Associate intern in Retail sector. Gain hands-on experience and develop industry-relevant skills.,2025-12-31,2,0.645706920022275
PMIS0115,Bharti Airtel,Retail,Technical Assistant,"Pune, Maharashtra",Diploma,"Quality Control, Technical Drawing",12,5000,Join Bharti Airtel as a Technical Assistant intern in Retail sector. Gain hands-on experience and develop industry-relevant skills.,2025-12-31,3,0.9673818899757205
PMIS0116,Sun Pharma,Construction,Technician,"Coimbatore, Tamil Nadu",ITI,"Equipment Handling, Safety Protocols",12,5000,Join Sun Pharma as a Technician intern in Construction sector. Gain hands-on experience and develop industry-relevant skills.,2025-12-31,5,0.7675701798018192
PMIS0117,Bharti Airtel,Banking & Financial Services,Field Worker,"Indore, Madhya Pradesh",10th Pass,"Computer Basics, Customer Service",12,5000,Join Bharti Airtel as a Field Worker intern in Banking & Financial Services sector. Gain hands-on experience and develop industry-relevant skills.,2025-12-31,5,0.7835955952068052
PMIS0118,Asian Paints,FMCG,Junior Engineer,"Dehradun, Uttarakhand",Diploma,"Project Management, Software Tools",12,5000,Join Asian Paints as a Junior Engineer intern in FMCG sector. Gain hands-on experience and develop industry-relevant skills.,2025-12-31,8,0.7707155621346997
PMIS0119,Godrej Group,Banking & Financial Services,Welder,"Chandigarh, Punjab",ITI,"Safety Protocols, Problem Solving",12,5000,Join Godrej Group as a Welder intern in Banking & Financial Services sector. Gain hands-on experience and develop industry-relevant skills.,2025-12-31,4,0.781315533899211
PMIS0120,Hero MotoCorp,FMCG,Sales Executive,"Indore, Madhya Pradesh",12th Pass,"Sales Skills, Communication Skills",12,5000,Join Hero MotoCorp as a Sales Executive intern in FMCG sector. Gain hands-on experience and develop industry-relevant skills.,2025-12-31,6,0.6302013455215557
PMIS0121,Wipro,Agriculture,Technician,"Coimbatore, Tamil Nadu",ITI,"Problem Solving, Safety Protocols",12,5000,Join Wipro as a Technician intern in Agriculture sector. Gain hands-on experience and develop industry-relevant skills.,2025-12-31,8,0.6624610389464761
PMIS0122,Asian Paints,Healthcare,Accounts Assistant,"Mumbai, Maharashtra",12th Pass,"MS Office, Communication Skills",12,5000,Join Asian Paints as a Accounts Assistant intern in Healthcare sector. Gain hands-on experience and develop industry-relevant skills.,2025-12-31,8,0.8687570974394914
PMIS0123,JSW Group,IT Services,HR Assistant,"Hyderabad, Telangana",Graduate,"Team Management, Analytics",12,5000,Join JSW Group as a HR Assistant intern in IT Services sector. Gain hands-on experience and develop industry-relevant skills.,2025-12-31,8,0.8883252385242026
PMIS0124,Aditya Birla Group,IT Services,Welder,"Bhubaneswar, Odisha",ITI,"Safety Protocols, Equipment Handling",12,5000,Join Aditya Birla Group as a Welder intern in IT Services sector. Gain hands-on experience and develop industry-relevant skills.,2025-12-31,6,0.7625569233094088
PMIS0125,Wipro,Healthcare,Accounts Assistant,"Kolkata, West Bengal",12th Pass,"Communication Skills, Sales Skills",12,5000,Join Wipro as a Accounts Assistant intern in Healthcare sector. Gain hands-on experience and develop industry-relevant skills.,2025-12-31,9,0.6725741740359189
PMIS0126,Dabur India,Textiles,Junior Engineer,"Delhi, Delhi",Diploma,"Quality Control, Software Tools",12,5000,Join Dabur India as a Junior Engineer intern in Textiles sector. Gain hands-on experience and develop industry-relevant skills.,2025-12-31,4,0.703769373372517
PMIS0127,Sun Pharma,Travel & Hospitality,Retail Associate,"Nagpur, Maharashtra",12th Pass,"Sales Skills, Basic Accounting",12,5000,Join Sun Pharma as a Retail Associate intern in Travel & Hospitality sector. Gain hands-on experience and develop industry-relevant skills.,2025-12-31,7,0.7451031578663782
PMIS0128,HDFC Bank,Textiles,Marketing Executive,"Nagpur, Maharashtra",Graduate,"Strategic Thinking, Team Management",12,5000,Join HDFC Bank as a Marketing Executive intern in Textiles sector. Gain hands-on experience and develop industry-relevant skills.,2025-12-31,7,0.7949724792998054
PMIS0129,Marico Limited,Automobile,Sales Associate,"Dehradun, Uttarakhand",10th Pass,"Hindi/English, Basic Communication",12,5000,Join Marico Limited as a Sales Associate intern in Automobile sector. Gain hands-on experience and develop industry-relevant skills.,2025-12-31,2,0.7031550741732809
PMIS0130,Godrej Group,"Oil, Gas & Energy",Machine Operator,"Delhi, Delhi",ITI,"Technical Skills, Problem Solving",12,5000,"Join Godrej Group as a Machine Operator intern in Oil, Gas & Energy sector. Gain hands-on experience and develop industry-relevant skills.",2025-12-31,9,0.6471004331560565
PMIS0131,Larsen & Toubro,Retail,Junior Engineer,"Delhi, Delhi",Diploma,"Project Management, Software Tools",12,5000,Join Larsen & Toubro as a Junior Engineer intern in Retail sector. Gain hands-on experience and develop industry-relevant skills.,2025-12-31,3,0.8880810326529183
PMIS0132,Larsen & Toubro,Agriculture,Marketing Executive,"Ahmedabad, Gujarat",Graduate,"Analytics, Strategic Thinking",12,5000,Join Larsen & Toubro as a Marketing Executive intern in Agriculture sector. Gain hands-on experience and develop industry-relevant skills.,2025-12-31,6,0.6701485114493798
PMIS0133,Aditya Birla Group,Banking & Financial Services,Finance Associate,"Delhi, Delhi",Graduate,"Team Management, Leadership",12,5000,Join Aditya Birla Group as a Finance Associate intern in Banking & Financial Services sector. Gain hands-on experience and develop industry-relevant skills.,2025-12-31,4,0.6361347842310431
PMIS0134,Bharti Airtel,Agriculture,Welder,"Ahmedabad, Gujarat",ITI,"Equipment Handling, Safety Protocols",12,5000,Join Bharti Airtel as a Welder intern in Agriculture sector. Gain hands-on experience and develop industry-relevant skills.,2025-12-31,8,0.8441618668031831
PMIS0135,JSW Group,Healthcare,Accounts Assistant,"Hyderabad, Telangana",12th Pass,"MS Office, Sales Skills",12,5000,Join JSW Group as a Accounts Assistant intern in Healthcare sector. Gain hands-on experience and develop industry-relevant skills.,2025-12-31,4,0.8380311722801019
PMIS0136,Godrej Group,Banking & Financial Services,Mechanic,"Bhopal, Madhya Pradesh",ITI,"Problem Solving, Safety Protocols",12,5000,Join Godrej Group as a Mechanic intern in Banking & Financial Services sector. Gain hands-on experience and develop industry-relevant skills.,2025-12-31,6,0.7377534928176933
PMIS0137,Bharti Airtel,Banking & Financial Services,Customer Service Representative,"Ahmedabad, Gujarat",10th Pass,"Computer Basics, Customer Service",12,5000,Join Bharti Airtel as a Customer Service Representative intern in Banking & Financial Services sector. Gain hands-on experience and develop industry-relevant skills.,2025-12-31,4,0.6311061376315829
PMIS0138,Marico Limited,Textiles,Technical Assistant,"Pune, Maharashtra",Diploma,"Software Tools, Technical Drawing",12,5000,Join Marico Limited as a Technical Assistant intern in Textiles sector. Gain hands-on experience and develop industry-relevant skills.,2025-12-31,5,0.9229721007267044
PMIS0139,Wipro,Banking & Financial Services,Store Assistant,"Dehradun, Uttarakhand",10th Pass,"Basic Communication, Customer Service",12,5000,Join Wipro as a Store Assistant intern in Banking & Financial Services sector. Gain hands-on experience and develop industry-relevant skills.,2025-12-31,8,0.9226244591445799
PMIS0140,TVS Group,FMCG,Management Trainee,"Pune, Maharashtra",Graduate,"Strategic Thinking, Team Management",12,5000,Join TVS Group as a Management Trainee intern in FMCG sector. Gain hands-on experience and develop industry-relevant skills.,2025-12-31,8,0.8772700845827699
PMIS0141,JSW Group,Agriculture,Sales Associate,"Lucknow, Uttar Pradesh",10th Pass,"Customer Service, Basic Communication",12,5000,Join JSW Group as a Sales Associate intern in Agriculture sector. Gain hands-on experience and develop industry-relevant skills.,2025-12-31,7,0.9661953190352167
PMIS0142,ITC Limited,Healthcare,Marketing Executive,"Coimbatore, Tamil Nadu",Graduate,"Analytics, Leadership",12,5000,Join ITC Limited as a Marketing Executive intern in Healthcare sector. Gain hands-on experience and develop industry-relevant skills.,2025-12-31,3,0.8980258192480881
PMIS0143,HDFC Bank,Healthcare,Quality Control Inspector,"Indore, Madhya Pradesh",Diploma,"Quality Control, Technical Drawing",12,5000,Join HDFC Bank as a Quality Control Inspector intern in Healthcare sector. Gain hands-on experience and develop industry-relevant skills.,2025-12-31,7,0.8385079513928212
PMIS0144,Godrej Group,Textiles,Welder,"Delhi, Delhi",ITI,"Problem Solving, Equipment Handling",12,5000,Join Godrej Group as a Welder intern in Textiles sector. Gain hands-on experience and develop industry-relevant skills.,2025-12-31,3,0.8899067086115046
PMIS0145,JSW Group,Healthcare,Lab Assistant,"Dehradun, Uttarakhand",Diploma,"Project Management, Quality Control",12,5000,Join JSW Group as a Lab Assistant intern in Healthcare sector. Gain hands-on experience and develop industry-relevant skills.,2025-12-31,6,0.8503565505748036
PMIS0146,Sun Pharma,Agriculture,HR Assistant,"Delhi, Delhi",Graduate,"Leadership, Strategic Thinking",12,5000,Join Sun Pharma as a HR Assistant intern in Agriculture sector. Gain hands-on experience and develop industry-relevant skills.,2025-12-31,4,0.9498806690736797
PMIS0147,HDFC Bank,Automobile,Finance Associate,"Kolkata, West Bengal",Graduate,"Strategic Thinking, Team Management",12,5000,Join HDFC Bank as a Finance Associate intern in Automobile sector. Gain hands-on experience and develop industry-relevant skills.,2025-12-31,6,0.6150387092825044
PMIS0148,TVS Group,Retail,Junior Engineer,"Patna, Bihar",Diploma,"Project Management, Technical Drawing",12,5000,Join TVS Group as a Junior Engineer intern in Retail sector. Gain hands-on experience and develop industry-relevant skills.,2025-12-31,8,0.768542800910828
PMIS0149,Hero MotoCorp,Banking & Financial Services,Business Analyst,"Bengaluru, Karnataka",Graduate,"Leadership, Strategic Thinking",12,5000,Join Hero MotoCorp as a Business Analyst intern in Banking & Financial Services sector. Gain hands-on experience and develop industry-relevant skills.,2025-12-31,5,0.8862213260936967
PMIS0150,TVS Group,Retail,Business Analyst,"Mumbai, Maharashtra",Graduate,"Team Management, Leadership",12,5000,Join TVS Group as a Business Analyst intern in Retail sector. Gain hands-on experience and develop industry-relevant skills.,2025-12-31,8,0.7537306588638727
PMIS0151,Maruti Suzuki,Textiles,Quality Control Inspector,"Hyderabad, Telangana",Diploma,"Project Management, Technical Drawing",12,5000,Join Maruti Suzuki as a Quality Control Inspector intern in Textiles sector. Gain hands-on experience and develop industry-relevant skills.,2025-12-31,9,0.9536795912526012
PMIS0152,Bajaj Auto,Automobile,Fitter,"Nagpur, Maharashtra",ITI,"Equipment Handling, Problem Solving",12,5000,Join Bajaj Auto as a Fitter intern in Automobile sector. Gain hands-on experience and develop industry-relevant skills.,2025-12-31,7,0.8430947179515437
PMIS0153,Bharti Airtel,Agriculture,Management Trainee,"Delhi, Delhi",Graduate,"Team Management, Strategic Thinking",12,5000,Join Bharti Airtel as a Management Trainee intern in Agriculture sector. Gain hands-on experience and develop industry-relevant skills.,2025-12-31,3,0.9118337894267013
PMIS0154,JSW Group,Manufacturing,Management Trainee,"Dehradun, Uttarakhand",Graduate,"Team Management, Leadership",12,5000,Join JSW Group as a Management Trainee intern in Manufacturing sector. Gain hands-on experience and develop industry-relevant skills.,2025-12-31,6,0.7040933471806109
PMIS0155,Dabur India,Automobile,Welder,"Dehradun, Uttarakhand",ITI,"Technical Skills, Equipment Handling",12,5000,Join Dabur India as a Welder intern in Automobile sector. Gain hands-on experience and develop industry-relevant skills.,2025-12-31,6,0.6895270459290492
PMIS0156,Mahindra Group,Retail,Field Worker,"Bhubaneswar, Odisha",10th Pass,"Customer Service, Basic Communication",12,5000,Join Mahindra Group as a Field Worker intern in Retail sector. Gain hands-on experience and develop industry-relevant skills.,2025-12-31,9,0.7062400170354824
PMIS0157,HDFC Bank,Retail,Lab Assistant,"Delhi, Delhi",Diploma,"Quality Control, Project Management",12,5000,Join HDFC Bank as a Lab Assistant intern in Retail sector. Gain hands-on experience and develop industry-relevant skills.,2025-12-31,9,0.9726357953275959
PMIS0158,Reliance Industries,Construction,Technician,"Guwahati, Assam",ITI,"Equipment Handling, Technical Skills",12,5000,Join Reliance Industries as a Technician intern in Construction sector. Gain hands-on experience and develop industry-relevant skills.,2025-12-31,9,0.7983502940315084
PMIS0159,TVS Group,Textiles,Finance Associate,"Thiruvananthapuram, Kerala",Graduate,"Analytics, Strategic Thinking",12,5000,Join TVS Group as a Finance Associate intern in Textiles sector. Gain hands-on experience and develop industry-relevant skills.,2025-12-31,3,0.7980586108055897
PMIS0160,HDFC Bank,Travel & Hospitality,Marketing Executive,"Ahmedabad, Gujarat",Graduate,"Analytics, Leadership",12,5000,Join HDFC Bank as a Marketing Executive intern in Travel & Hospitality sector. Gain hands-on experience and develop industry-relevant skills.,2025-12-31,6,0.8935639675814806
PMIS0161,Tata Consultancy Services,IT Services,Electrician,"Chandigarh, Punjab",ITI,"Equipment Handling, Problem Solving",12,5000,Join Tata Consultancy Services as a Electrician intern in IT Services sector. Gain hands-on experience and develop industry-relevant skills.,2025-12-31,2,0.9720361402038955
PMIS0162,Larsen & Toubro,Construction,CAD Operator,"Kolkata, West Bengal",Diploma,"Quality Control, Software Tools",12,5000,Join Larsen & Toubro as a CAD Operator intern in Construction sector. Gain hands-on experience and develop industry-relevant skills.,2025-12-31,2,0.6116989132138236
PMIS0163,Bharti Airtel,Agriculture,Office Assistant,"Kolkata, West Bengal",12th Pass,"MS Office, Basic Accounting",12,5000,Join Bharti Airtel as a Office Assistant intern in Agriculture sector. Gain hands-on experience and develop industry-relevant skills.,2025-12-31,6,0.8029870935043345
PMIS0164,Hero MotoCorp,Construction,Accounts Assistant,"Jaipur, Rajasthan",12th Pass,"MS Office, Communication Skills",12,5000,Join Hero MotoCorp as a Accounts Assistant intern in Construction sector. Gain hands-on experience and develop industry-relevant skills.,2025-12-31,5,0.6036289618610899
PMIS0165,TVS Group,Travel & Hospitality,HR Assistant,"Pune, Maharashtra",Graduate,"Leadership, Team Management",12,5000,Join TVS Group as a HR Assistant intern in Travel & Hospitality sector. Gain hands-on experience and develop industry-relevant skills.,2025-12-31,2,0.9851968015435979
PMIS0166,JSW Group,Textiles,CAD Operator,"Hyderabad, Telangana",Diploma,"Technical Drawing, Project Management",12,5000,Join JSW Group as a CAD Operator intern in Textiles sector. Gain hands-on experience and develop industry-relevant skills.,2025-12-31,4,0.6665510347729089
PMIS0167,Hero MotoCorp,FMCG,Junior Engineer,"Lucknow, Uttar Pradesh",Diploma,"Technical Drawing, Project Management",12,5000,Join Hero MotoCorp as a Junior Engineer intern in FMCG sector. Gain hands-on experience and develop industry-relevant skills.,2025-12-31,4,0.9409658636794591
PMIS0168,Mahindra Group,Textiles,Finance Associate,"Bengaluru, Karnataka",Graduate,"Analytics, Team Management",12,5000,Join Mahindra Group as a Finance Associate intern in Textiles sector. Gain hands-on experience and develop industry-relevant skills.,2025-12-31,4,0.9286051789629763
PMIS0169,Reliance Industries,Construction,Mechanic,"Bhubaneswar, Odisha",ITI,"Equipment Handling, Safety Protocols",12,5000,Join Reliance Industries as a Mechanic intern in Construction sector. Gain hands-on experience and develop industry-relevant skills.,2025-12-31,6,0.9416839097846263
PMIS0170,Britannia Industries,Construction,Finance Associate,"Delhi, Delhi",Graduate,"Team Management, Leadership",12,5000,Join Britannia Industries as a Finance Associate intern in Construction sector. Gain hands-on experience and develop industry-relevant skills.,2025-12-31,4,0.9803454249001642
PMIS0171,JSW Group,IT Services,CAD Operator,"Chandigarh, Punjab",Diploma,"Quality Control, Technical Drawing",12,5000,Join JSW Group as a CAD Operator intern in IT Services sector. Gain hands-on experience and develop industry-relevant skills.,2025-12-31,2,0.7769195049523641
PMIS0172,Larsen & Toubro,Banking & Financial Services,Mechanic,"Guwahati, Assam",ITI,"Problem Solving, Equipment Handling",12,5000,Join Larsen & Toubro as a Mechanic intern in Banking & Financial Services sector. Gain hands-on experience and develop industry-relevant skills.,2025-12-31,2,0.860666730150354
PMIS0173,JSW Group,Automobile,Quality Control Inspector,"Patna, Bihar",Diploma,"Project Management, Technical Drawing",12,5000,Join JSW Group as a Quality Control Inspector intern in Automobile sector. Gain hands-on experience and develop industry-relevant skills.,2025-12-31,2,0.6364657961624767
PMIS0174,Britannia Industries,Automobile,Welder,"Kolkata, West Bengal",ITI,"Safety Protocols, Equipment Handling",12,5000,Join Britannia Industries as a Welder intern in Automobile sector. Gain hands-on experience and develop industry-relevant skills.,2025-12-31,5,0.9870045054455111
PMIS0175,Aditya Birla Group,Retail,Junior Engineer,"Kolkata, West Bengal",Diploma,"Project Management, Quality Control",12,5000,Join Aditya Birla Group as a Junior Engineer intern in Retail sector. Gain hands-on experience and develop industry-relevant skills.,2025-12-31,9,0.7966378186965748
PMIS0176,Reliance Industries,Manufacturing,HR Assistant,"Ahmedabad, Gujarat",Graduate,"Analytics, Strategic Thinking",12,5000,Join Reliance Industries as a HR Assistant intern in Manufacturing sector. Gain hands-on experience and develop industry-relevant skills.,2025-12-31,9,0.785839438654324
PMIS0177,Bharti Airtel,FMCG,Accounts Assistant,"Thiruvananthapuram, Kerala",12th Pass,"Basic Accounting, Sales Skills",12,5000,Join Bharti Airtel as a Accounts Assistant intern in FMCG sector. Gain hands-on experience and develop industry-relevant skills.,2025-12-31,9,0.8897141232505648
PMIS0178,ITC Limited,IT Services,Fitter,"Dehradun, Uttarakhand",ITI,"Problem Solving, Safety Protocols",12,5000,Join ITC Limited as a Fitter intern in IT Services sector. Gain hands-on experience and develop industry-relevant skills.,2025-12-31,8,0.7995552613805424
PMIS0179,Tata Consultancy Services,"Oil, Gas & Energy",Technical Assistant,"Lucknow, Uttar Pradesh",Diploma,"Project Management, Software Tools",12,5000,"Join Tata Consultancy Services as a Technical Assistant intern in Oil, Gas & Energy sector. Gain hands-on experience and develop industry-relevant skills.",2025-12-31,2,0.6351465996579333
PMIS0180,Godrej Group,Banking & Financial Services,Marketing Executive,"Nagpur, Maharashtra",Graduate,"Leadership, Team Management",12,5000,Join Godrej Group as a Marketing Executive intern in Banking & Financial Services sector. Gain hands-on experience and develop industry-relevant skills.,2025-12-31,7,0.8270163393046233
PMIS0181,JSW Group,Automobile,Office Assistant,"Delhi, Delhi",12th Pass,"Sales Skills, Communication Skills",12,5000,Join JSW Group as a Office Assistant intern in Automobile sector. Gain hands-on experience and develop industry-relevant skills.,2025-12-31,4,0.6496879866912237
PMIS0182,ITC Limited,FMCG,Electrician,"Pune, Maharashtra",ITI,"Technical Skills, Equipment Handling",12,5000,Join ITC Limited as a Electrician intern in FMCG sector. Gain hands-on experience and develop industry-relevant skills.,2025-12-31,2,0.8836242077803665
PMIS0183,Britannia Industries,Textiles,Sales Executive,"Guwahati, Assam",12th Pass,"Communication Skills, MS Office",12,5000,Join Britannia Industries as a Sales Executive intern in Textiles sector. Gain hands-on experience and develop industry-relevant skills.,2025-12-31,5,0.8212005810367834
PMIS0184,HDFC Bank,FMCG,Customer Care Executive,"Jaipur, Rajasthan",12th Pass,"Basic Accounting, MS Office",12,5000,Join HDFC Bank as a Customer Care Executive intern in FMCG sector. Gain hands-on experience and develop industry-relevant skills.,2025-12-31,3,0.6241408335962255
PMIS0185,Godrej Group,Retail,Technical Assistant,"Coimbatore, Tamil Nadu",Diploma,"Technical Drawing, Software Tools",12,5000,Join Godrej Group as a Technical Assistant intern in Retail sector. Gain hands-on experience and develop industry-relevant skills.,2025-12-31,5,0.8977116262379823
PMIS0186,Marico Limited,Healthcare,Marketing Executive,"Patna, Bihar",Graduate,"Strategic Thinking, Leadership",12,5000,Join Marico Limited as a Marketing Executive intern in Healthcare sector. Gain hands-on experience and develop industry-relevant skills.,2025-12-31,7,0.7329258501420436
PMIS0187,HDFC Bank,Construction,Data Entry Operator,"Lucknow, Uttar Pradesh",10th Pass,"Computer Basics, Customer Service",12,5000,Join HDFC Bank as a Data Entry Operator intern in Construction sector. Gain hands-on experience and develop industry-relevant skills.,2025-12-31,7,0.6122610008823224
PMIS0188,Sun Pharma,Healthcare,Field Worker,"Dehradun, Uttarakhand",10th Pass,"Customer Service, Basic Communication",12,5000,Join Sun Pharma as a Field Worker intern in Healthcare sector. Gain hands-on experience and develop industry-relevant skills.,2025-12-31,9,0.7701973337792302
PMIS0189,Sun Pharma,Textiles,Lab Assistant,"Nagpur, Maharashtra",Diploma,"Project Management, Technical Drawing",12,5000,Join Sun Pharma as a Lab Assistant intern in Textiles sector. Gain hands-on experience and develop industry-relevant skills.,2025-12-31,4,0.8314701634289574
PMIS0190,Reliance Industries,Agriculture,Technical Assistant,"Chennai, Tamil Nadu",Diploma,"Technical Drawing, Quality Control",12,5000,Join Reliance Industries as a Technical Assistant intern in Agriculture sector. Gain hands-on experience and develop industry-relevant skills.,2025-12-31,7,0.8620037355328434
PMIS0191,Sun Pharma,Travel & Hospitality,Machine Operator,"Bengaluru, Karnataka",ITI,"Problem Solving, Safety Protocols",12,5000,Join Sun Pharma as a Machine Operator intern in Travel & Hospitality sector. Gain hands-on experience and develop industry-relevant skills.,2025-12-31,2,0.6526270740509039
PMIS0192,Wipro,Healthcare,Technical Assistant,"Patna, Bihar",Diploma,"Software Tools, Quality Control",12,5000,Join Wipro as a Technical Assistant intern in Healthcare sector. Gain hands-on experience and develop industry-relevant skills.,2025-12-31,7,0.7969111425792139
PMIS0193,Bajaj Auto,IT Services,Technical Assistant,"Nagpur, Maharashtra",Diploma,"Quality Control, Technical Drawing",12,5000,Join Bajaj Auto as a Technical Assistant intern in IT Services sector. Gain hands-on experience and develop industry-relevant skills.,2025-12-31,4,0.7248592226785788
PMIS0194,HDFC Bank,Automobile,CAD Operator,"Hyderabad, Telangana",Diploma,"Quality Control, Software Tools",12,5000,Join HDFC Bank as a CAD Operator intern in Automobile sector. Gain hands-on experience and develop industry-relevant skills.,2025-12-31,5,0.6523494642873399
PMIS0195,JSW Group,Healthcare,Marketing Executive,"Bhopal, Madhya Pradesh",Graduate,"Leadership, Team Management",12,5000,Join JSW Group as a Marketing Executive intern in Healthcare sector. Gain hands-on experience and develop industry-relevant skills.,2025-12-31,9,0.807909579422407
PMIS0196,ITC Limited,Textiles,Retail Associate,"Mumbai, Maharashtra",12th Pass,"MS Office, Communication Skills",12,5000,Join ITC Limited as a Retail Associate intern in Textiles sector. Gain hands-on experience and develop industry-relevant skills.,2025-12-31,2,0.7010111128301677
PMIS0197,Bharti Airtel,Textiles,CAD Operator,"Hyderabad, Telangana",Diploma,"Software Tools, Project Management",12,5000,Join Bharti Airtel as a CAD Operator intern in Textiles sector. Gain hands-on experience and develop industry-relevant skills.,2025-12-31,2,0.8821542376448814
PMIS0198,Sun Pharma,FMCG,Technical Assistant,"Nagpur, Maharashtra",Diploma,"Project Management, Technical Drawing",12,5000,Join Sun Pharma as a Technical Assistant intern in FMCG sector. Gain hands-on experience and develop industry-relevant skills.,2025-12-31,8,0.6924523649710587
PMIS0199,HDFC Bank,Banking & Financial Services,Retail Associate,"Pune, Maharashtra",12th Pass,"Communication Skills, Sales Skills",12,5000,Join HDFC Bank as a Retail Associate intern in Banking & Financial Services sector. Gain hands-on experience and develop industry-relevant skills.,2025-12-31,2,0.8028939234753569
PMIS0200,Britannia Industries,Agriculture,Quality Control Inspector,"Indore, Madhya Pradesh",Diploma,"Technical Drawing, Quality Control",12,5000,Join Britannia Industries as a Quality Control Inspector intern in Agriculture sector. Gain hands-on experience and develop industry-relevant skills.,2025-12-31,2,0.8556479751262
